11799 - Aagaard, Mikkel
2004 - Redlihs, Jekabs
9319 - Redmond, Zach
2272 - Reese, Dylan
1173 - Regehr, Richie
1529 - Regin, Peter
725 - Regner, Brent
12164 - Rehill, Donovan
9699 - Rehill, Ryan
10514 - Reich, Kevin
12361 - Reichard, Cody
5749 - Reichert, Marc
9311 - Reid, Brodie
11342 - Reid, Cam
12165 - Reid, Nolan
11634 - Reideborn, Adam
5364 - Reimer, James
2351 - Reimer, Jochen
4054 - Reimer, Patrick
7543 - Reinhart, Griffin
5874 - Reinhart, Max
8849 - Reinhart, Sam
784 - Reinprecht, Steven
10503 - Reiss, Andy
10643 - Reiter, Kenny
4056 - Rekis, Arvids
11250 - Rekonen, Aleksi
9942 - Renaud, Alexandre
7323 - Rendulic, Borna
8602 - Rensfeldt, Ludvig
5325 - Repik, Michal
12426 - Repo, Sebastian
12166 - Resop, Kevin
4060 - Reszczyk, Piotr
5599 - Reuille, Sébastien
7205 - Reul, Denis
9787 - Revel, Matt
10037 - Réway, Martin
12167 - Reynolds, Keenan
8697 - Reznicek, Dalibor
5278 - Rheault, Jon
12168 - Rhodes, Kyle
12673 - Riat, Damien
788 - Ribeiro, Mike
12169 - Ricci, Fabrizio
11598 - Richard, Anthony
10810 - Richard, Joey
7486 - Richard, Tanner
790 - Richards, Brad
1102 - Richards, Mike
1163 - Richardson, Brad
33106 - Richardson, Gregory
1167 - Richmond, Danny
12404 - Ricka, Robert
9291 - Ridderwall, Calle
12170 - Riddle, Brennan
7762 - Rieder, Tobias
5422 - Riefers, Philip
1647 - Riekkinen, Joonas
7598 - Rielly, Morgan
7619 - Rigby, Carter
10326 - Riikola, Juuso
7344 - Riikola, Simo-Pekka
9541 - Riley, Blair
7522 - Rimmer, Ty
6276 - Rinaldo, Zac
7828 - Ringuette, Jacob
2646 - Rinkinen, Teemu
1199 - Rinne, Pekka
5470 - Rinne, Rasmus
8112 - Rioux, Jason
11360 - Rioux, Nicholas
10129 - Rioux-Legault, Guillaume
11676 - Ripa, Jiri
11279 - Riska, Erik
4069 - Riska, Filip
4562 - Rissanen, Jaakko
5813 - Rissanen, Rasmus
5282 - Rissling, Jaynen
9463 - Ristolainen, Rasmus
10422 - Ritamäki, Janne
6655 - Ritchie, Brett
794 - Ritchie, Byron
9080 - Ritchie, Nick
2135 - Ritola, Mattias
2315 - Ritter, Toni
11680 - Rittich, David
5518 - Rivera, Christopher
7525 - Roach, Alex
12171 - Roach, Curtis
12172 - Roach, Jesse
5135 - Robak, Colby
9330 - Robar, Mitja
33130 - Roberts, Ken
10895 - Robertson, Daniel
12304 - Robertson, Dennis
8018 - Robertson, Tyler
12469 - Robichaud, Francis
798 - Robidas, Stephane
12173 - Robidoux, Zac
1859 - Robins, Bobby
8993 - Robinson, Brandon
10575 - Robinson, Buddy
12174 - Robinson, Noah
11373 - Rod, Noah
8917 - Rodewald, Jack
492 - Rödin, Anton
4072 - Rogalski, Maciej
5365 - Rogers, Kyle
9489 - Rohan, Tomas
7495 - Rohdin, Joachim
11260 - Roine, Miika
12637 - Rokseth, Daniel
2817 - Rolinek, Tomas
4075 - Rollings, Kevin
10528 - Romanenghi, Matteo
1381 - Rome, Aaron
2013 - Rome, Ashton
5729 - Romy, Kevin
7481 - Ronchetti, Massimo
4076 - Rönnberg, Joonas
10783 - Ronning, Ty
10406 - Rooba, Robert
12350 - Root, Jesse
1918 - Rosa, Marco
12719 - Rosdahl, Kim
1932 - Rosehill, Jay
12728 - Rosen, Calle
7390 - Rosén, Robert
6017 - Ross, Brad
6627 - Ross, Garret
1990 - Ross, Jared
12175 - Ross, Jordan
11576 - Roßberg, Benedict
9601 - Rosseli Olsen, Mats
8725 - Rossi, Matthias
12646 - Røste Fossen, Petter
4079 - Röthke, René
8726 - Rouiller, Anthony
11510 - Roupec, David
9504 - Rousek, Tomas
6830 - Roussel, Antoine
9184 - Roussy, Samuel
8384 - Rowe, Andrew
11332 - Rowney, Carter
12177 - Roy, Charlie
812 - Roy, Derek
7511 - Roy, Eric
11009 - Roy, Jérémy
9145 - Roy, Marc-Olivier
1397 - Roy, Mathieu
11053 - Roy, Nicolas
6789 - Roy, Olivier
2682 - Roy, Patrick
517 - Røymark, Martin
4082 - Rozitis, Rolands
813 - Rozsival, Michal
5519 - Rubin, Daniel
815 - Rucinsky, Martin
350 - Rüfenacht, Thomas
11512 - Rufer, Adam
10352 - Ruhwedel, Chad
5203 - Rundblad, David
11694 - Rundqvist, David
12443 - Runesson, Albin
10331 - Ruohomaa, Mikael
6047 - Ruopp, Harrison
11069 - Ruopp, Sam
8636 - Rupert, Matt
8635 - Rupert, Ryan
10999 - Rusk, Beau
2096 - Russell, Kris
12354 - Rust, Bryan
6025 - Rutkowski, Troy
12178 - Rutledge, Kurtis
9588 - Rutta, Jan
818 - Ruutu, Tuomo
12395 - Ruzicka, Jan
11513 - Ruzicka, Marek
2798 - Ruzicka, Martin
4651 - Ruzicka, Vladimir
7927 - Ryan, Andrew
11205 - Ryan, Bobby
11640 - Ryan, Derek
6726 - Ryan, Kenny
1351 - Ryan, Michael
7778 - Rychel, Kerby
10466 - Rydahl, Gustav
820 - Ryder, Michael
12179 - Rydstrom, Filip
2915 - Rygl, Martin
12180 - Rymsha, Drake
1530 - Ryno, Johan
11477 - Rys, Jiri
5739 - Rytz, Philippe
8727 - Rytz, Simon
7825 - Saad, Brandon
11280 - Saarela, Aleksi
11245 - Saari, Santeri
4090 - Saarinen, Jesse
12181 - Saban, Jesse
12182 - Sablone, Nikko
10378 - Sabolic, Robert
12183 - Sabourin, Mikael
7794 - Sabourin, Scott
9931 - Sadowy, Dylan
11300 - Saeftel, Dorian
12388 - Safar, Ondrej
4095 - Saga, Jiro
1846 - Sagat, Martin
12184 - Saigeon, Brandon
7725 - Saikkonen, Dennis
1582 - Sailio, Jari
8650 - Sakaris, Peter
823 - Sakic, Joe
2641 - Salak, Alexander
1821 - Salcido, Brian
12185 - Salinitri, Anthony
9909 - Salituro, Dante
2624 - Sallinen, Tomi
4099 - Salmela, Anssi
11708 - Salmela, Saku
9579 - Salmi, Juuso
2594 - Salminen, Sakari
11251 - Salminen, Saku
11261 - Salmio, Mikko
4101 - Salmonsson, Johannes
7439 - Salomaki, Miikka
10413 - Salonen, Aleksi
827 - Salvador, Bryce
1590 - Sammalkangas, Tapio
2103 - Samson, Jerome
12475 - Samson, Justin
12186 - Samuel, Antoine
4106 - Samuelsen, Erik
9384 - Samuelsson, Henrik
9307 - Samuelsson, Philip
12340 - Samuels-Thomas, Jordan
10002 - Sanche, Philippe
10472 - Sandberg, Filip
1622 - Sandell, Sami
12495 - Sanders, Nicholas
9691 - Sandhu, Tyler
6373 - Sandlak, Carter
4110 - Sandström, Jan
9730 - Sanford, Cole
5247 - Sanguinetti, Bobby
12187 - Sanheim, Taylor
10790 - Sanheim, Travis
5730 - Sannitz, Raffaele
12483 - Sansoni, Joey
8249 - Santala, Tommi
2205 - Santorelli, Mike
9852 - Santos, Mathew
9967 - Sanvido, Patrick
11212 - Saponari, Vinny
6391 - Sarault, Charles
4113 - Saravo, Pekka
10408 - Saros, Juuse
11195 - Sarthou, Evan
7733 - Sartori, Riccardo
12188 - Sartoris, Matt
4114 - Sasaki, Makoto
33258 - Saunders, Derek
8816 - Sautner, Ashton
7086 - Sauve, Yann
6949 - Savard, David
12189 - Savard, Mackenzie
842 - Savard, Marc
10284 - Savary, Jean
5535 - Savary, Paul
11236 - Savilahti, Eero
4117 - Savilahti-Nagander, Per
5377 - Sawada, Raymond
10719 - Sawchenko, Zach
12480 - Sawyer, Raphael
11068 - Sayers, Bryton
4439 - Sbisa, Luca
4119 - Sbruev, Grigori
1782 - Scalzo, Mario
7121 - Scandella, Marco
4120 - Scarabelli, Alessandro
6218 - Scarlett, Reece
4527 - Sceviour, Colton
5821 - Schaber, Chase
10765 - Schacher, Isaac
844 - Schaefer, Nolan
11788 - Schaller, Tim
8729 - Schäppi, Reto
6085 - Scheidl, Lane
7708 - Scheifele, Mark
5582 - Schelling, Philippe
10628 - Schemitsch, Thomas
4966 - Schenn, Brayden
4447 - Schenn, Luke
11129 - Scherbak, Nikita
782 - Scherwey, Tristan
9950 - Schiller, Landon
5538 - Schilt, Sebastian
12190 - Schingh-Gomez, Olivier
976 - Schira, Craig
4126 - Schlager, Philipp
11490 - Schleiss, Jan
5333 - Schlemko, David
10379 - Schlenker, Jonas
8754 - Schlenker, Vincent
10905 - Schlichting, Connor
7111 - Schlumpf, Dominik
9873 - Schmalz, Matt
11149 - Schmidli, Kris
11732 - Schmidpeter, Marc
8757 - Schmidt, Kevin
10601 - Schmidt, Nate
6622 - Schmitz, Beau
12746 - Schmitz, Mike
12747 - Schmitz, Tom
10249 - Schmölz, Daniel
11601 - Schmutz, Flavio
5488 - Schneeberger, Noah
11239 - Schneider, Cole
2063 - Schneider, Cory
10720 - Schneider, Nick
8431 - Schnell, Ryan
4131 - Schnicks, Christoph
5570 - Schnyder, Daniel
5674 - Schnyder, Fabian
9749 - Schoenborn, Alex
5428 - Schönberger, Sandro
4133 - Schopper, Benedikt
8476 - Schroeder, Jordan
1134 - Schubert, Christoph
5394 - Schüle, Tim
5150 - Schultz, Ian
1375 - Schultz, Jeff
11242 - Schultz, Justin
850 - Schultz, Nick
12191 - Schultz, Ty
12192 - Schumacher, Andreas
9104 - Schumacher, Michael
7855 - Schutt, Samuel
4138 - Schütz, Felix
11308 - Schütz, Korbinian
12740 - Schütz, Simon
9560 - Schwartz, Jaden
10599 - Schwartz, Rylan
1422 - Schwarz, Marek
8584 - Schwendener, Janick
12193 - Schweri, Kay
4141 - Schymainski, Martin
5694 - Sciaroni, Gregory
11188 - Scognamiglio, Vincent
11767 - Scotka, Jan
11244 - Scott, Evan
4533 - Scott, Greg
1968 - Scott, John
9838 - Scott, Justin
8430 - Scrivens, Ben
856 - Scuderi, Rob
10576 - Sdao, Michael
1103 - Seabrook, Brent
919 - Seabrook, Keith
11273 - Sebok, Balazs
2806 - Šeda, Michal
857 - Sedin, Daniel
858 - Sedin, Henrik
11528 - Sedlacek, Pavel
9155 - Sedlak, Lukas
1898 - Segal, Brandon
5576 - Seger, Mathias
10929 - Seguin, Tait
6605 - Seguin, Tyler
859 - Seidenberg, Dennis
4142 - Seidenberg, Yannic
7211 - Seifert, Patrick
10438 - Seigo, Steven
4143 - Seikola, Markus
11744 - Sekac, Jiri
1366 - Sekera, Andrej
8482 - Selleck, Eric
1304 - Semin, Alexander
11745 - Senn, Gilles
12194 - Sensky, Tyler
11294 - Senteler, Sven
12195 - Senyshyn, Zachary
11218 - Seppälä, Jere
11575 - Seppälä, Mikael
10589 - Sergeev, Artem
11114 - Sergeev, Dmitrii
4147 - Serizawa, Susumu
1783 - Sertich, Marty
2042 - Sestito, Tim
2303 - Sestito, Tom
10416 - Setänen, Oskari
2089 - Setoguchi, Devin
4148 - Setzinger, Oliver
2885 - Sevc, Martin
7569 - Severson, Damon
11338 - Severyn, C.J.
12196 - Sévigny, Mathieu
10038 - Sewell, Ryan
12339 - Sexton, Ben
5513 - Seydoux, Philippe
6401 - Seymour, Clark
6639 - Sgarbossa, Mike
6636 - Shalla, Josh
12520 - Shamanski, Steven
12197 - Shankar, Zach
1308 - Shannon, Ryan
12736 - Sharipov, Ilya
11115 - Sharipzyanov, Damir
867 - Sharp, Patrick
1759 - Sharrow, Jimmy
12198 - Shatford, Josh
8443 - Shattenkirk, Kevin
5177 - Shattock, Tyler
6488 - Shaw, Andrew
6796 - Shaw, Logan
12199 - Shaw, Mason
11395 - Shea, Bobby
12355 - Sheary, Conor
8870 - Sheen, Riley
4152 - Sheiman, Vladmir
33350 - Sheppard, Austin
2100 - Sheppard, James
12200 - Sherman, David
10818 - Shewfelt, Andrew
6355 - Shields, David
9674 - Shields, Mack
7586 - Shinkaruk, Hunter
6233 - Shinnimin, Brendan
9712 - Shirley, Collin
10721 - Shmyr, Braylon
12201 - Shoemaker, Mark
10580 - Shore, Nick
6728 - Shugg, Justin
11062 - Shynkaruk, Jesse
4154 - Sicak, Vladimir
12202 - Sideroff, Deven
5551 - Sidler, Patrick
11167 - Siebenaler, Blake
11604 - Siegenthaler, Jonas
9968 - Sieloff, Patrick
6148 - Siemens, Duncan
1847 - Sifers, Jaime
1389 - Sigalet, Jonathan
11289 - Siiki, Oskari
12423 - Siikonen, Miska
12804 - Sikela, Matej
9592 - Sikora, Marek
494 - Silfverberg, Jakob
7848 - Silk, Brody
738 - Sill, Zach
9653 - Sills, Alexandre
9926 - Sills, Connor
12724 - Silwerfeldt Öhman, William
2715 - Simanek, Jiri
11624 - Simard, Timothé
12809 - Šimek, Denis
11408 - Simek, Radim
8730 - Simion, Dario
4451 - Simmonds, Wayne
11770 - Simon, Dominik
33379 - Simons, Corey
12333 - Simpson, Dillon
5818 - Simpson, Kent
10800 - Simpson, Mark
12805 - Šimun, Eduard
5911 - Sindelar, Filip
2639 - Sinisalo, Tomas
4162 - Sinitsin, Alexander
1680 - Sipiläinen, Olli
11131 - Siska, Juraj
9254 - Sislo, Mike
4165 - Sisoyev, Leo
7568 - Sissons, Colton
12435 - Sitje, Fredrik
12203 - Sittler, Jayden
7319 - Sivak, Peter
5181 - Sjogren, Mattias
5207 - Sjögren, Pontus
8851 - Skapski, Mackenzie
10777 - Skapski, Mitch
2266 - Skille, Jack
6419 - Skinner, Jeff
12204 - Skinner, Stuart
4597 - Sklenicka, Zbynek
12757 - Skocovský, David
4169 - Skogs, Tomas
4171 - Skrbek, Pavel
4172 - Skrøder, Per-Age
12205 - Skrumeda, Lucas
12206 - Skumatov, Pavel
11666 - Skurek, David
4174 - Skvortsov, Mikhail
1133 - Slater, Jim
885 - Slegr, Jiri
11123 - Sleptsov, Alexey
10093 - Slight, Gabriel
4176 - Slivchenko, Vadim
1876 - Sloan, Tyler
4636 - Sloboda, Karol
12207 - Sloboshan, Wyatt
1934 - Smaby, Matt
4178 - Smallenberg, Chris
4179 - Smallenberg, Mark
10106 - Smallman, Spencer
12208 - Smejkal, Jiri
1293 - Smid, Ladislav
11293 - Smith, Austin
8444 - Smith, Ben
8445 - Smith, Brendan
33419 - Smith, Brian
5820 - Smith, Colin
8741 - Smith, Craig
6544 - Smith, Dalton
12467 - Smith, Declan
11293 - Smith, Derek
12209 - Smith, Evan
7801 - Smith, Gemel
12210 - Smith, Givani
9899 - Smith, Hunter
9023 - Smith, Jacob
9847 - Smith, Jake
12211 - Smith, Jason
1135 - Smith, Jeremy
9794 - Smith, Jerret
12212 - Smith, Luc
1286 - Smith, Mike
11293 - Smith, Reilly
12634 - Smith, Ruben
12213 - Smith, Scott
11293 - Smith, Trevor
11173 - Smith, Will
5233 - Smith, Zack
6468 - Smith-Pelly, Devante
895 - Smithson, Jerred
4184 - Smits, Serge
2213 - Smolenak, Radek
11762 - Smolka, Pavel
1757 - Smotherman, Jordan
10414 - Smura, Tuukka
8432 - Sneep, Carl
7255 - Soares, Josh
12214 - Soberg, Markus
12648 - Søberg, Steffen
2239 - Sobotka, Vladimir
12594 - Söder, Kristoffer
4189 - Soderberg, Carl
4190 - Söderholm, Toni
12445 - Söderqvist, Robin
11692 - Söderström, Linus
10524 - Sofron, Istvan
6706 - Sointu, Matias
6644 - Sol, Cody
12638 - Solberg, Henrik
11139 - Soltes, David
4195 - Somervuori, Eero
1522 - Sondell, Daniel
9558 - Sonnenburg, Kyle
12421 - Sopanen, Eetu
1714 - Sopanen, Vili
9337 - Sörensen, Marcus
9209 - Sörensen, Nick
12313 - Sorkin, Nick
12662 - Sorvik, Daniel
12215 - Soshnin, Nikita
5782 - Soudek, Robin
12216 - Soustal, Tomas
11088 - Southam, Rodney
6981 - Southorn, Jordon
10755 - Soy, Tyler
10714 - Sozanski, Matt
11478 - Spacek, Michael
5284 - Spaling, Nick
2014 - Spang, Dan
7744 - Sparks, Garret
7250 - Sparre, Daniel
10824 - Speers, Blake
5124 - Spencer, Calvin
10914 - Spencer, Matt
412 - Spencer, Tim
904 - Spezza, Jason
11599 - Spiller, Andri
1935 - Spina, Dave
11348 - Spinell, Steve
12674 - Spinetti, Alessandro
9954 - Spinozzi, Kevin
6590 - Spooner, Ryan
11051 - Sprong, Daniel
7845 - Sproul, Ryan
12457 - Sproviero, Franco
1329 - Sprukts, Janis
5507 - Sprunger, Julien
6195 - Spurgeon, Jared
2467 - Spylo, Ahren
11763 - Sramek, Jakub
5778 - St. Croix, Michael
8675 - St. Pierre, Nick
908 - Staal, Eric
6705 - Staal, Jared
1297 - Staal, Jordan
11315 - Staal, Marc
11046 - Stacey, Trevor
9705 - Stadel, Riley
12670 - Stadler, Livio
9693 - Stadnyk, Carson
1340 - Stafford, Drew
910 - Stajan, Matt
6578 - Stajcer, Scott
13616 - Stålberg, Sebastian
392 - Stalberg, Viktor
351 - Stalder, Ralph
12217 - Stallard, Jordy
3475 - Stalock, Alex
4430 - Stamkos, Steven
5560 - Stancescu, Victor
11667 - Stanek, Robin
12218 - Stanley, Logan
6002 - Stanton, Ryan
9731 - Stanton, Ty
9732 - Staples, Matt
1696 - Stapleton, Tim
9610 - Starkbaum, Bernhard
2819 - Stary, Jan
10517 - Stas, Sergei
4210 - Stasiak, Gustaw
12403 - Stastny, David
1292 - Stastny, Paul
2016 - Staubitz, Brad
7995 - St-Cyr, Maxime
5245 - St-Denis, Frederic
1273 - Steckel, David
10857 - Steege, Jared
12219 - Steel, Sam
1107 - Steen, Alexander
11324 - Steen, Stefan
12220 - Steenbergen, Tyler
10864 - Stefano, Anthony
12519 - Steffes, Gary
8369 - Stefishen, Taylor
11546 - Stehlík, Jakub
2208 - Stehlik, Richard
5771 - Steiner, Daniel
4838 - Steiner, Nicholas
5662 - Steinmann, Janick
1119 - Stempniak, Lee
11519 - Stencel, Jan
7567 - Stene, Andreas
12713 - Stenlund, Kevin
7500 - Stepan, Derek
1775 - Stephan, Tobias
8273 - Stephens, Charlie
12221 - Stephens, Devante
10870 - Stephens, Mitchell
7636 - Stephenson, Chandler
12608 - Sterchi, Simon
9033 - Sterk, Josh
781 - Stettler, Martin
33497 - Stevens, Ethan
10951 - Stevens, Marc
10566 - Stevenson, Dustin
7638 - Stevenson, Dyson
12222 - Stewart, Chase
2176 - Stewart, Chris
12223 - Stewart, Dylan
8935 - Stewart, Liam
10709 - Stewart, Mackenze
12474 - St-Hilaire, Deven
12455 - Stillman, Riley
10347 - Stolarz, Anthony
920 - Stoll, Jarret
5053 - Stone, Mark
5358 - Stone, Michael
1970 - Stoner, Clayton
5710 - Stoop, Lukas
12730 - Storm, Albin
12613 - Storm, Frederik
1396 - Stortini, Zack
12224 - Storto, David
7651 - Stovin, Brett
12225 - St-Pierre, Xavier
4472 - Strachan, Tyson
11739 - Strahlmeier, Dustin
741 - Strait, Brian
7035 - Straka, Petr
1531 - Stralman, Anton
12226 - Strand, Austin
2849 - Stransky, Jan
7656 - Stransky, Matej
12227 - Stransky, Simon
2781 - Strapac, Petr
8793 - Street, Ben
1203 - Streit, Mark
5823 - Stretch, C.J.
7280 - Stritesky, Matej
11542 - Strmen, Jan
9628 - Strodel, Manuel
10845 - Strome, Dylan
6491 - Strome, Ryan
12228 - Strumas, Skylar
926 - Stuart, Brad
1762 - Stuart, Colin
1274 - Stuart, Mark
12793 - Stuchlík, Michal
8731 - Stucki, Christian
11374 - Studer, Thomas
9969 - Studnicka, Sam
12229 - Stukel, Jakob
12798 - Štumpf, Daniel
7318 - Sturala, Tomas
8984 - Subban, Jordan
7720 - Subban, Malcolm
983 - Subban, P.K.
4223 - Sugihara, Katsunori
11547 - Sulak, Libor
11344 - Sullivan, Miguel
2521 - Sullivan, Sean
4226 - Sulzer, Alexander
8484 - Summers, Chris
1532 - Sundh, Oscar
5432 - Sundher, Kevin
1442 - Sundqvist, Jörgen
10486 - Sundqvist, Oskar
7497 - Sundstrom, Johan
4230 - Sundukov, Sagynbek
10328 - Suoranta, Simon
8753 - Supis, Thomas
5536 - Suri, Reto
937 - Surovy, Tomas
10359 - Sustr, Andrej
11143 - Suter, Pius
1104 - Suter, Ryan
4434 - Sutter, Brandon
11356 - Sutter, Brett
5896 - Sutter, Brody
7663 - Sutter, Dave
4233 - Sutter, Fabian
7655 - Sutter, Lukas
12230 - Sutton, Jesse
12695 - Suuronen, Toni
11284 - Suutari, Joni
2782 - Svacina, Vladimir
2037 - Svagrovsky, David
12231 - Svechnikov, Evgeny
9406 - Svedberg, Viktor
1533 - Svensson, Björn
9391 - Svensson, Markus
12639 - Sveum, Dennis
8279 - Svitov, Alexander
4239 - Svoboda, Adam
8668 - Svoboda, Jakub
5942 - Svoboda, Tomas
2863 - Svrcek, Jan
7696 - Sward, Dalton
8477 - Sweatt, Bill
12285 - Sweeney, Jacob
11493 - Sykora, Jan
1120 - Sykora, Petr
12799 - Sykora, Tomas
9164 - Sylvegard, Emil
5148 - Sylvester, Cody
12232 - Sylvestre, Gabriel
9624 - Sylwander, Daniel
10660 - Syner, T.J.
1174 - Syvret, Danny
2783 - Szturc, Roman
4243 - Szumielak, Eugeniusz
6628 - Szwarz, Jordan
6347 - Szydlowski, Shawn
10863 - Szypula, Ethan
2969 - Tabacek, Jan
12233 - Taillefer, Jean-Sébastien
12478 - Taillon, Charles
9427 - Taipalus, Lauri
4246 - Takashi, Mori
12343 - Taker, Shayne
7428 - Talaja, Roope
8399 - Talbot, Cam
11369 - Talbot, Julian
1121 - Talbot, Maxime
9582 - Talbot-Tassi, Dominic
1171 - Tallackson, Barry
7330 - Tallberg, Teemu
7016 - Tam, Mikael
8530 - Tambellini, Adam
1179 - Tambellini, Jeff
12420 - Tammela, Jonne
12408 - Tamminen, Henri
12627 - Tamminen, Sami
4249 - Tamura, Yoichi
4250 - Tanaka, Mikio
8478 - Tanev, Christopher
12642 - Tangen Henriksen, Anders
742 - Tangradi, Eric
951 - Tanguay, Alex
12234 - Tanguay, Samuel
1076 - Taormina, Matt
12235 - Taraschuk, Mark
10273 - Tarasenko, Vladimir
2134 - Tardif, Jamie
2604 - Tarkki, Iiro
1557 - Tarkki, Tuomas
1275 - Tarnasky, Nick
981 - Tatar, Tomas
1276 - Taticek, Petr
9995 - Tavares, John
4568 - Tavi, Janne
12461 - Taylor, Steven
11383 - Taylor, Zachary
5190 - Tedenby, Mattias
4254 - Tee, Neil
4255 - Teifel, Marat
11548 - Tejnor, Dominik
956 - Tellqvist, Mikael
12237 - Templeton, Stephen
1877 - Tenute, Joey
7329 - Teppo, Miihkali
9458 - Teravainen, Teuvo
954 - Terry, Chris
12238 - Tesink, Marcus
8077 - Tesink, Ryan
12239 - Tessier, Julien
10893 - Tessier, Shawn
6127 - Teubert, Colten
11154 - Texeira, Keoni
8927 - Theodore, Shea
7485 - Thibaudeau, Nicolas
8545 - Thibault, Samuel
12240 - Thibodeau, Olivier
11727 - Thiel, Alexander
12479 - Thierus, Lucas
746 - Thiessen, Brad
10699 - Thomas, Ben
33638 - Thomas, Christian
6520 - Thomas, Christian
33639 - Thompson, Alex
5123 - Thompson, Cody
12302 - Thompson, Garrett
12241 - Thompson, Logan
1328 - Thompson, Nate
9309 - Thompson, Paul
10802 - Thompson, Will
6412 - Thomson, Ben
9700 - Thomson, Jordan
1278 - Thorburn, Chris
8607 - Thorell, Erik
4265 - Thoresen, Patrick
4266 - Thornberg, Martin
963 - Thornton, Joe
965 - Thornton, Shawn
9675 - Thrower, Josh
2206 - Thuresson, Andreas
12671 - Thürkauf, Calvin
12242 - Tibbo, Kyle
7765 - Tierney, Chris
12743 - Tiffels, Dominik
4453 - Tifu, Yannick
11220 - Tiivola, Peter
4442 - Tikhonov, Viktor
4269 - Tikkanen, Harri
10407 - Tikkinen, Niklas
12243 - Timashov, Dmytro
12244 - Timleck, Adam
6734 - Timmins, Scott
12245 - Timms, Matthew
4270 - Timonen, Jussi
10834 - Timpano, Troy
7770 - Tinordi, Jarred
969 - Tjärnqvist, Mathias
8541 - Tkachev, Vladimir
8902 - Tkatch, Jordan
2285 - Tlusty, Jiri
4272 - Tobia, Mario
5802 - Tochkin, Kellan
12246 - Todd, Nathan
2087 - Toews, Jonathan
6538 - Toffoli, Tyler
1186 - Toivonen, Hannu
690 - Tokarski, Dustin
9955 - Tolchinsky, Sergey
1279 - Tollefsen, Ole-Kristian
4275 - Tölzer, Steffen
11092 - Tomasek, David
11428 - Tomecek, Jan
11433 - Tomecek, Vojtech
11522 - Tomi, Vojtech
86 - Tömmernes, Henrik
11276 - Tommila, Juho
972 - Tootoo, Jordin
12494 - Toporowski, Jake
12247 - Topping, Jordan
10672 - Törngren, Christoffer
12441 - Törnqvist, Henrik
9655 - Török, Tomas
161 - Torp, Nichlas
6349 - Torquato, Zack
973 - Torres, Raffi
11797 - Toth, Rylan
4528 - Tousignant, Mathieu
12248 - Tower, Colby
5472 - Traber, Tim
5533 - Trachsler, Morris
4285 - Traczyk, Waldemar
2999 - Travnicek, Michal
9186 - Tremaine, Mark
11412 - Tremblay, Carl
12249 - Tremblay, Nathan
11345 - Tremblay, Olivier
11050 - Tremblay, Samuel
9157 - Tremblay, Simon
12250 - Trenin, Yakov
12647 - Trettenes, Mathias
2446 - Treutle, Niklas
1919 - Trevelyan, T.J.
4289 - Trevisan, Agostino
10063 - Trickett, Mark
10516 - Trivellato, Alex
11420 - Trivino, Corey
6638 - Trocheck, Vincent
11756 - Troliga, Tomas
2888 - Troncinsky, Marek
7661 - Troock, Branden
12251 - Tropea, Michael
8411 - Tropp, Corey
12458 - Trottier, Brendan
10525 - Trouba, Jacob
11683 - Trska, Peter
12252 - Truchon-Viel, Jeffrey
12253 - True, Alexander
2276 - Trukhno, Vyacheslav
330 - Trunz, Adrian
11416 - Trupp, Evan
7817 - Trutmann, Dario
8375 - Trygg, Mathias
5486 - Tschantré, Mathieu
7356 - Tuhkanen, Niko
4295 - Tukonen, Lauri
8588 - Tuohimaa, Frans
1643 - Tuppurainen, Jani
4299 - Turakov, Vladmir
12254 - Turcotte, Marc-Antoine
11041 - Turcotte, Yannick
9750 - Turgeon, Dominic
10625 - Turgeon, Tony
717 - Turnbull, Travis
12255 - Turner, Fraser
12256 - Turner, Michael
2652 - Turris, Kyle
4301 - Tursumbayev, Galym
12685 - Tuulola, Eetu
11654 - Tuulola, Joni
11335 - Tuzzolino, Nick
2820 - Tvrdik, Michal
7698 - Tvrdon, Marek
12257 - Twarynski, Carsen
11479 - Tybor, Radoslav
12344 - Tynan, T.J.
691 - Tyrell, Dana
4569 - Tyrväinen, Antti
8598 - Tyrväinen, Juhani
4305 - Tyupkin, Ballash
988 - Tyutin, Fedor
4306 - Ueno, Masao
6188 - Uher, Dominik
12493 - Uhrich, Brayden
9738 - Uhrich, Josh
4309 - Ulbricht, Michael
4310 - Ullmann, Christoph
11211 - Ullrich, Mike
8836 - Ully, Cole
10527 - Ulmer, Martin
4875 - Ulmer, Stefan
9480 - Ulrych, Petr
1139 - Umberger, R.J.
4312 - Umicevic, Dragan
809 - Untersander, Ramon
992 - Upshall, Scottie
11396 - Urban, Denny
8653 - Urban, Tomas
11527 - Urbanec, Patrik
12767 - Urbisch, Jakub
12259 - Uryga, Alexander
1711 - Uusitalo, Ville
8745 - Uvira, Sebastian
993 - Vaananen, Ossi
4319 - Vaccari, Cesare
8591 - Vachon, Justin
8663 - Vachovec, Michal
12761 - Vágner, Lukáš
4320 - Vahalahti, Ville
11645 - Vähätalo, Julius
7858 - Vail, Brady
12697 - Vainikainen, Ville
10333 - Vainio, Juuso
12680 - Vainio, Veeti
1733 - Vainiola, Ville-Vesa
11718 - Väkelä, Jesse
12803 - Vála, Ondrej
12394 - Valek, Lukas
9532 - Valenta, Tomas
10705 - Valentine, Dallas
6525 - Valentine, Scott
12260 - Valentini, Ryan
11122 - Valiev, Rinat
